item_name,choice_description,choice_description
Carnitas Burrito,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Carnitas Burrito,"RoastedChiliCornSalsa,Cheese,Rice,Guacamole",1
Carnitas Burrito,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Carnitas Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream,Cheese",1
Carnitas Burrito,"RoastedChiliCornSalsa,Rice,Cheese,Guacamole",1
Carnitas Burrito,"RoastedChiliCornSalsa,Rice,PintoBeans,Guacamole,Lettuce",1
Carnitas Burrito,"RoastedChiliCornSalsa,SourCream,Guacamole",1
Carnitas Burrito,"RoastedChiliCornSalsaMedium,BlackBeans,Lettuce",1
Carnitas Burrito,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,BlackBeans,Guacamole,Lettuce",1
Carnitas Burrito,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,Cheese,SourCream",1
Carnitas Burrito,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream",1
Carnitas Burrito,"TomatilloGreenChiliSalsa,Rice,FajitaVegetables,SourCream,Cheese,Lettuce,Guacamole",1
Carnitas Burrito,"TomatilloGreenChiliSalsa,SourCream,Cheese,Guacamole",1
Carnitas Burrito,"TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,BlackBeans,Rice,SourCream,Lettuce",1
Carnitas Burrito,TomatilloRedChiliSalsa,1
Carnitas Burrito,"TomatilloRedChiliSalsa,BlackBeans,Cheese,SourCream,Guacamole",1
Carnitas Burrito,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Carnitas Burrito,"TomatilloRedChiliSalsa,Rice,Cheese,SourCream,Lettuce",1
Carnitas Burrito,"TomatilloRedChiliSalsa,Rice,PintoBeans,Cheese,SourCream",1
Carnitas Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Carnitas Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Cheese,Lettuce",1
Carnitas Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Carnitas Crispy Tacos,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",1
Carnitas Crispy Tacos,"FreshTomatoSalsa,PintoBeans,SourCream,Cheese,Lettuce",1
Carnitas Crispy Tacos,"FreshTomatoSalsaMild,Cheese,Lettuce",1
Carnitas Crispy Tacos,RoastedChiliCornSalsa,1
Carnitas Crispy Tacos,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole",1
Carnitas Crispy Tacos,"TomatilloGreenChiliSalsaMedium,FajitaVeggies,Cheese,Lettuce",1
Carnitas Crispy Tacos,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Carnitas Salad,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream",1
Carnitas Salad Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Guacamole",1
Carnitas Salad Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream",1
Carnitas Salad Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",1
Carnitas Salad Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",1
Carnitas Salad Bowl,"TomatilloGreenChiliSalsa,BlackBeans,Cheese,Guacamole",1
Carnitas Salad Bowl,"TomatilloGreenChiliSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsa,Rice,Cheese,SourCream,Lettuce",7
Carnitas Soft Tacos,"RoastedChiliCornSalsa,Cheese,Lettuce",3
Carnitas Soft Tacos,"RoastedChiliCornSalsa,Rice,Cheese,SourCream,Lettuce",3
Carnitas Soft Tacos,"FreshTomatoSalsa,Cheese,Lettuce",2
Carnitas Soft Tacos,RoastedChiliCornSalsa,2
Carnitas Soft Tacos,"FreshTomatoSalsa,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsa,FajitaVegetables,BlackBeans,Cheese",1
Carnitas Soft Tacos,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsa,SourCream,Guacamole",1
Carnitas Soft Tacos,"FreshTomatoSalsa,SourCream,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Cheese,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsaMild,Rice,Cheese,Lettuce",1
Carnitas Soft Tacos,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Cheese,Lettuce,BlackBeans",1
Carnitas Soft Tacos,"FreshTomatoSalsaMild,Rice,PintoBeans,Cheese,SourCream",1
Carnitas Soft Tacos,"RoastedChiliCornSalsa,FajitaVegetables,Rice,Cheese,SourCream,Guacamole",1
Carnitas Soft Tacos,"RoastedChiliCornSalsa,Lettuce,Cheese",1
Carnitas Soft Tacos,"RoastedChiliCornSalsa,Lettuce,SourCream,Cheese,Rice",1
Carnitas Soft Tacos,"RoastedChiliCornSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese",1
Carnitas Soft Tacos,TomatilloGreenChiliSalsa,1
Carnitas Soft Tacos,"TomatilloGreenChiliSalsa,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"TomatilloGreenChiliSalsa,FajitaVegetables,PintoBeans,Cheese",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsa,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsa,Rice,Lettuce",1
Carnitas Soft Tacos,"TomatilloRedChiliSalsaHot,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice",17
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",14
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",14
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese",13
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,Lettuce",13
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream,Lettuce",13
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,PintoBeans,SourCream,Lettuce",12
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream",11
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Lettuce",10
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream",10
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",10
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",9
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream,Guacamole,Lettuce",9
Chicken Bowl,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,Lettuce",9
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Guacamole,Lettuce",8
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Guacamole,Lettuce",8
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole",8
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables",8
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",8
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",7
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream",7
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream,Cheese,Guacamole",7
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce",7
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",5
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Lettuce",5
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream,Guacamole",5
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",5
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,Cheese,SourCream,Lettuce",5
Chicken Bowl,"RoastedChiliCornSalsaMedium,FreshTomatoSalsaMild,Rice,FajitaVeggies",5
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",5
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,SourCream,Lettuce",4
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,SourCream,Cheese,Guacamole",4
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,SourCream,Cheese,Lettuce",4
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,Rice,FajitaVeggies",4
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Lettuce",4
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,Guacamole",4
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",4
Chicken Bowl,"RoastedChiliCornSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",4
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese,SourCream,Lettuce",4
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,SourCream,Cheese,Guacamole",4
Chicken Bowl,FreshTomatoSalsa,3
Chicken Bowl,"FreshTomatoSalsa,Cheese",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Guacamole,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream,Guacamole",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Guacamole,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Guacamole,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,SourCream",3
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Cheese",3
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",3
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,Cheese",3
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream,Lettuce",3
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Guacamole",3
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",3
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese",3
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream,Guacamole",3
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Cheese,Lettuce",3
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream",3
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,FreshTomatoSalsaMild,Rice,PintoBeans,FajitaVeggies,Cheese,SourCream,Lettuce",3
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese",3
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,SourCream,Lettuce",3
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream",3
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",3
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,Cheese,Lettuce",3
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole",3
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,BlackBeans,Cheese,Lettuce",3
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,Cheese,SourCream,Lettuce",3
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,SourCream",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,SourCream,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,Guacamole",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,Guacamole,Cheese,SourCream,FajitaVegetables,Rice",2
Chicken Bowl,"FreshTomatoSalsa,Guacamole,SourCream,Cheese,Rice,FajitaVegetables",2
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Guacamole",2
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,PintoBeans,Cheese,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,Rice,Lettuce",2
Chicken Bowl,"FreshTomatoSalsa,SourCream,FajitaVegetables,Rice,Guacamole,Cheese",2
Chicken Bowl,"FreshTomatoSalsa,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Cheese",2
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,SourCream,Guacamole",2
Chicken Bowl,"FreshTomatoSalsaMild,Rice,BlackBeans,FajitaVeggies,Cheese,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsaMild,Rice,BlackBeans,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Bowl,"FreshTomatoSalsaMild,Rice,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloGreenChiliSalsaMedium,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Guacamole",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,Lettuce,Guacamole",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Guacamole",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Cheese,SourCream,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,FajitaVegetables,BlackBeans,SourCream,Cheese,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,FajitaVegetables,Cheese,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsa,Rice,PintoBeans,SourCream,Cheese,Guacamole",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,FreshTomatoSalsaMild,Rice,BlackBeans,FajitaVeggies,Guacamole",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,Rice,Cheese",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,Rice,Cheese,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Guacamole,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Guacamole,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,SourCream,Cheese",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese,Guacamole,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,FajitaVegetables,BlackBeans,SourCream,Cheese,Lettuce",2
Chicken Bowl,"TomatilloGreenChiliSalsa,SourCream,Cheese,Guacamole",2
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,BlackBeans",2
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,Lettuce,Guacamole",2
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Lettuce",2
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce,Guacamole",2
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,Cheese,SourCream,Lettuce",2
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream",2
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Bowl,WhiteRice,2
Chicken Bowl,"FreshTomatoMild,Guacamole,Rice",1
Chicken Bowl,"FreshTomatoMild,Lettuce,FajitaVeggies,BlackBeans,Rice,SourCream,Cheese",1
Chicken Bowl,"FreshTomatoMild,Lettuce,FajitaVeggies,PintoBeans,Rice,SourCream,Cheese",1
Chicken Bowl,"FreshTomatoMild,Rice,SourCream,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,BlackBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsa,BlackBeans,Rice,SourCream,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Cheese,BlackBeans,Rice",1
Chicken Bowl,"FreshTomatoSalsa,Cheese,Guacamole,SourCream,FajitaVegetables,Rice",1
Chicken Bowl,"FreshTomatoSalsa,Cheese,Rice,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,BlackBeans,PintoBeans,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,PintoBeans,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,FajitaVegetables,Rice,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Guacamole,Cheese,Rice,SourCream,FajitaVegetables",1
Chicken Bowl,"FreshTomatoSalsa,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Guacamole,Lettuce,Rice,Cheese,SourCream,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,Lettuce,Cheese,PintoBeans,Rice",1
Chicken Bowl,"FreshTomatoSalsa,Lettuce,FajitaVegetables,Guacamole,Rice,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,PintoBeans,Cheese,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,PintoBeans,Rice,Cheese,Lettuce,Guacamole,SourCream,FajitaVegetables",1
Chicken Bowl,"FreshTomatoSalsa,PintoBeans,Rice,Lettuce,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,Rice",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,FajitaVegetables,Lettuce,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,PintoBeans,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,PintoBeans,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,PintoBeans,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Cheese,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream,Guacamole,FajitaVegetables",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,BlackBeans",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,BlackBeans,SourCream,Cheese,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,BlackBeans,SourCream,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,PintoBeans,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,FajitaVegetables,PintoBeans,SourCream,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,PintoBeans,SourCream,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,Rice,SourCream,Cheese,Lettuce",1
Chicken Bowl,"FreshTomatoSalsa,Rice,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsa,SourCream,Cheese",1
Chicken Bowl,"FreshTomatoSalsa,SourCream,Lettuce,Rice,Cheese",1
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,Cheese",1
Chicken Bowl,"FreshTomatoSalsaMild,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,PintoBeans,Rice,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsaMild,PintoBeans,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,PintoBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,PintoBeans,Rice,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,BlackBeans,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Cheese,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,FajitaVeggies,SourCream,Guacamole",1
Chicken Bowl,"FreshTomatoSalsaMild,Rice,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Guacamole",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Lettuce",1
